"0619","8900","62","M","34216"
"0620","8900","61","M","43512"
"0621","8900","64","M","34934"
"0622","8900","67","M","35115"
"0623","9210","52","M",""
"0624","4700","40","M","34050"
"0625","3060","48","K","51142"
"0626","8600","55","M","33803"
"0627","7000","51","M","42354"
"0628","5260","60","M","30644"
"0629","5230","45","M","35124"
"0630","3660","43","M","34546"
"0631","3460","33","M","40341"
"0632","8000","","M","34411"
"0633","8230","60","M","42605"
"0634","5464","61","M","34709"
"0635","5690","54","M","35551"
"0636","2100","59","K","51230"
"0637","2100","53","M","51230"
"0638","4400","45","M","32826"
"0639","6705","48","M","34436"
"0640","6715","50","M","35236"
"0641","4760","41","M",""
"0642","4200","51","M",""
"0643","9670","40","K","50922"
"0644","2740","32","K","45819"
"0645","8471","49","M","41216"
"0646","4040","42","M","42027"
"0647","8600","45","M","40344"
"0648","2800","57","M","33527"
"0649","3400","52","M","42618"
"0650","3480","60","M","30631"
"0651","6800","52","M","42942"
"0652","6800","66","M","42738"
"0653","6280","51","M","40726"
"0654","8722","41","M","33838"
"0655","5250","62","M",""
"0656","5800","42","M","33129"
"0657","3460","51","M","35615"
"0658","3000","42","M","33335"
"0659","7100","74","M","32441"
"0660","7120","69","M","40031"
"0661","6700","55","M","42923"
"0662","7130","67","M",""
"0663","2610","59","M","34416"
"0664","8370","52","M","31507"
"0666","2000","64","K","35130"
"0667","7400","74","K","41001"
"0668","5500","59","M","33407"
"0669","2800","57","M","34220"
"0670","3600","62","M",""
"0671","2830","49","M",""
"0672","1855","46","M","50944"
"0673","2980","53","M","32257"
"0674","4340","51","M","30429"
"0675","7100","54","M","34652"
"0676","7100","54","M","31918"
"0677","2400","46","M","33845"
"0678","5000","39","M","43102"
"0679","7400","73","M","35648"
"0680","2620","65","M",""
"0681","5500","68","M","33155"
"0682","7000","49","M","35221"
"0683","6900","49","M","31751"
"0684","5220","56","M","25206"
"0685","6230","55","M","34717"
"0686","2600","45","K","42036"
"0687","5610","55","K","45329"
